codigo,nome,categoria,subcategoria,custo,origem,image_url,image_url_secundaria
13781N,SACOLA DE TNT,SACOLA DE ALGODÃO E TNT,Sacolas de Algodão e TNT,1.15,XBZ Top10,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/13781N-1-v1.jpg,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/13781N-2-v1.jpg
04399,SACOLA DE ALGODÃO,SACOLA DE ALGODÃO E TNT,Sacolas de Algodão e TNT,7.2,XBZ Top10,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/04399-1-v1.jpg,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/04399/04399_2.jpg
07447,KIT CHURRASCO NO ESTOJO C/ 2 PÇS,KIT CHURRASCO E KIT VINHO,Kit Churrasco,16.9,XBZ Top10,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/07447-1-v1.jpg,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/07447/07447_2.jpg
01644,KIT CHURRASCO NA MALETA 4 PEÇAS ,KIT CHURRASCO E KIT VINHO,Kit Churrasco,55,XBZ Top10,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/01644-1-v1.jpg,
02250,KIT CHURRASCO 5 PEÇAS,KIT CHURRASCO E KIT VINHO,Kit Churrasco,45,XBZ Top10,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/02250-1-v1.jpg,
18891,KIT CHURRASCO 3 PEÇAS,KIT CHURRASCO E KIT VINHO,Kit Churrasco,29.9,XBZ Top10,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/18891-1-v1.jpg,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/18891/18891_2.jpg
05184B,KIT CHURRASCO 8 PEÇAS,KIT CHURRASCO E KIT VINHO,Kit Churrasco,47.5,XBZ Top10,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/05184B-1-v1.jpg,
18621,SACA ROLHAS,KIT CHURRASCO E KIT VINHO,Kit Vinho,3.9,XBZ Top10,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/18621-1-v1.jpg,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/18621-2-v2.jpg
10071G,KIT VINHO CAIXA DE PAPELÃO 2 PEÇAS,KIT CHURRASCO E KIT VINHO,Kit Vinho,13.5,XBZ Top10,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/10071G-1-v1.jpg,
03493,KIT VINHO P/ 1 GARRAFA,KIT CHURRASCO E KIT VINHO,Kit Vinho,37.8,XBZ Top10,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/03493-1-v1.jpg,
11871,KIT VINHO PLÁSTICO RESISTENTE 3 PEÇAS FORMATO GARRAFA ,KIT CHURRASCO E KIT VINHO,Kit Vinho,20.9,XBZ Top10,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/11871-1-v1.jpg,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/11871/11871_2.jpg
11870,KIT VINHO 5PÇS FORMATO GARRAFA,KIT CHURRASCO E KIT VINHO,Kit Vinho,24.9,XBZ Top10,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/11870-1-v1.jpg,
12046,KIT VINHO XADREZ 4 PÇS,KIT CHURRASCO E KIT VINHO,Kit Vinho,35,XBZ Top10,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/12046-1-v1.jpg,
10695,SACA ROLHAS METÁLICO,KIT CHURRASCO E KIT VINHO,Kit Vinho,4.2,XBZ Top10,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/10695-1-v1.jpg,
06090,MARMITA DUPLA FIBRA BAMBU,MARMITAS E TÁBUAS DE MADEIRA,Marmitas,14.9,XBZ Top10,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/06090-1-v1.jpg,
06089,MARMITA FIBRA TRIGO,MARMITAS E TÁBUAS DE MADEIRA,Marmitas,11.9,XBZ Top10,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/06089-1-v1.jpg,
18857,MARMITA HERMÉTICA DE PALHA DE TRIGO,MARMITAS E TÁBUAS DE MADEIRA,Marmitas,10.5,XBZ Top10,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/18857-1-v1.jpg,
18858,MARMITA HERMÉTICA PLÁSTICA 1L,MARMITAS E TÁBUAS DE MADEIRA,Marmitas,13.9,XBZ Top10,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/18858-1-v1.jpg,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/18858-2-v2.jpg
18584B,TÁBUA DE CORTE COM CANALETA,MARMITAS E TÁBUAS DE MADEIRA,Tábuas e Petisqueiras,9,XBZ Top10,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/18584B-1-v1.jpg,
18591B,TÁBUA DE CORTE COM CANALETA,MARMITAS E TÁBUAS DE MADEIRA,Tábuas e Petisqueiras,9.9,XBZ Top10,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/18591B-1-v1.jpg,
18599,TÁBUA DE CORTE COM CANALETA 34X24,MARMITAS E TÁBUAS DE MADEIRA,Tábuas e Petisqueiras,13.9,XBZ Top10,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/18599-1-v1.jpg,
18629,KIT QUEIJO 2 PEÇAS + TÁBUA REDONDA,MARMITAS E TÁBUAS DE MADEIRA,Tábuas e Petisqueiras,31.2,XBZ Top10,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/18629-1-v1.jpg,
02075,GUARDA-CHUVA,GUARDA-CHUVAS,Guarda-Chuvas,13.5,XBZ Top10,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/02075-1-v1.jpg,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/02075/02075_2.jpg
05198,GUARDA-CHUVA MANUAL,GUARDA-CHUVAS,Guarda-Chuvas,9.9,XBZ Top10,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/05198-1-v1.jpg,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/05198/05198_2.jpg
05044,GUARDA-CHUVA AUTOMÁTICO,GUARDA-CHUVAS,Guarda-Chuvas,20.5,XBZ Top10,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/05044-1-v2.jpg,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/05044-2-v1.jpg
02078,GUARDA-CHUVA INVERTIDO,GUARDA-CHUVAS,Guarda-Chuvas,29.5,XBZ Top10,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/02078-1-v1.jpg,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/02078-2-v1.jpg
05045,GUARDA-CHUVA MANUAL COM PROTEÇÃO UV,GUARDA-CHUVAS,Guarda-Chuvas,20.3,XBZ Top10,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/05045-1-v1.jpg,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/05045/05045_2.jpg
06063,GUARDA-CHUVA AUTOMÁTICO,GUARDA-CHUVAS,Guarda-Chuvas,20.9,XBZ Top10,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/06063-1-v1.jpg,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/06063-2-v1.jpg
